id;gen;sp;ssp;en;rec;cnt;loc;lat;lng;alt;type;url;file;file-name;time;date;Scientifique_name;Species;Number_recording;Nb_with_others;Nb_with_loc;Nb_with_cnt;order;family;genus
612241;Hypocnemis;cantator;;Guianan Warbling Antbird;Fabrice Schmitt;Guyana;Guianan-Cock-of-the-Rock Lek Trail;4.1888;-58.989;90;song;//xeno-canto.org/612241;https://xeno-canto.org/612241/download;XC612241-Guianan Warbling-Antbird_Surama_Guy_01fev2015_FSchmitt.mp3;07:00;01/02/2015;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
600092;Hypocnemis;cantator;;Guianan Warbling Antbird;Felipe Arantes;Brazil;Saracá Taquera National Forest,  State of Pará;-1.66;-56.603;170;call, song;//xeno-canto.org/600092;https://xeno-canto.org/600092/download;XC600092-Hypocnemis cantator 050.mp3;08:00;22/10/2020;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
525570;Hypocnemis;cantator;;Guianan Warbling Antbird;Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt);Colombia;PNN Chiribiquete, cunaré- Amú;0.2130556;-72.4236111;350;;//xeno-canto.org/525570;https://xeno-canto.org/525570/download;XC525570-x_IAvH-CSA-6628.mp3;?;02/01/2001;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
525372;Hypocnemis;cantator;;Guianan Warbling Antbird;Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt);Colombia;PNN Chiribiquete, cunaré- Amú;0.2119444;-72.4175;350;;//xeno-canto.org/525372;https://xeno-canto.org/525372/download;XC525372-x_IAvH-CSA-6237.mp3;?;02/01/2001;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
520034;Hypocnemis;cantator;;Guianan Warbling Antbird;Rolf A. de By;Suriname;access rd to Brownsweg summit and HQ, Brokopondo District;4.9539;-55.1822;460;song;//xeno-canto.org/520034;https://xeno-canto.org/520034/download;XC520034-RDBPARA-446_2019-08-06_06h53_GuiananWarblingAntbird_song.mp3;06:53;06/08/2019;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
518900;Hypocnemis;cantator;;Guianan Warbling Antbird;Rolf A. de By;Suriname;Fredberg logging road, Sipaliwini;4.6413;-55.4302;90;song;//xeno-canto.org/518900;https://xeno-canto.org/518900/download;XC518900-RDBPARA-354_2019-07-28_06h56_GuiananWarblingAntbird_song.mp3;06:56;28/07/2019;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
504602;Hypocnemis;cantator;;Guianan Warbling Antbird;Juha Honkala;Brazil;Ramal Pau de Rosa, Manaus, Amazonas;-2.8498;-60.0664;90;female, male, song;//xeno-canto.org/504602;https://xeno-canto.org/504602/download;XC504602-LS110816 Guianan Warbling Antbird kn duet Pau Rosa.mp3;08:00;23/03/2019;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
468937;Hypocnemis;cantator;;Guianan Warbling Antbird;Felipe Arantes;Brazil;Presidente Figueiredo, Amazonas;-2.028;-59.997;150;song;//xeno-canto.org/468937;https://xeno-canto.org/468937/download;XC468937-Hypocnemis cantator-Pres.Figuei-Felipe Arantes.mp3;07:30;25/07/2015;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
463682;Hypocnemis;cantator;;Guianan Warbling Antbird;Bram Vogels;Suriname;Boven Suriname, Sipaliwini;4.628;-55.42;80;song;//xeno-canto.org/463682;https://xeno-canto.org/463682/download;XC463682-Guianan warbling antbird 190220 Fredberg.mp3;00:00;20/02/2019;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
417784;Hypocnemis;cantator;;Guianan Warbling Antbird;GABRIEL LEITE;Brazil;Itacoatiara, Itacoatiara, Amazonas;-3.2279;-58.9924;20;song;//xeno-canto.org/417784;https://xeno-canto.org/417784/download;XC417784-Hypocnemis cantator_Novo remanso_1040.mp3;06:30;29/05/2018;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
401164;Hypocnemis;cantator;;Guianan Warbling Antbird;Guido O. Keijl;Suriname;Zuid-Para, Para;5.4056;-55.1752;20;song;//xeno-canto.org/401164;https://xeno-canto.org/401164/download;XC401164-101117_guiananwarblingantbird_134400hrs_Berlijn_GOKeijl.mp3;13:44;10/11/2017;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
394451;Hypocnemis;cantator;;Guianan Warbling Antbird;Phil Stouffer;Brazil;BDFFP, Amazonas state;-2.4042;-59.8673;110;call;//xeno-canto.org/394451;https://xeno-canto.org/394451/download;XC394451-INPA - Hypocnemis cantator (Guianan Warbling-Antbird).mp3;?;1994-00-00;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
387602;Hypocnemis;cantator;;Guianan Warbling Antbird;Étienne Leroy;French Guiana;Reserve Naturelle Regionale Tresor, Roura;4.6105;-52.2793;240;call;//xeno-canto.org/387602;https://xeno-canto.org/387602/download;XC387602-170829-Alapi carillonneur (cris)@Kaw.mp3;13:00;29/08/2017;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
387507;Hypocnemis;cantator;;Guianan Warbling Antbird;Étienne Leroy;French Guiana;Saül;3.6167;-53.2001;220;song;//xeno-canto.org/387507;https://xeno-canto.org/387507/download;XC387507-170825-Alapi carillonneur3@Saül.mp3;17:00;25/08/2017;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
387506;Hypocnemis;cantator;;Guianan Warbling Antbird;Étienne Leroy;French Guiana;Saül;3.6167;-53.2001;220;song;//xeno-canto.org/387506;https://xeno-canto.org/387506/download;XC387506-170825-Alapi carillonneur2@Saül.mp3;17:00;25/08/2017;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
387505;Hypocnemis;cantator;;Guianan Warbling Antbird;Étienne Leroy;French Guiana;Saül;3.6167;-53.2001;220;song;//xeno-canto.org/387505;https://xeno-canto.org/387505/download;XC387505-170825-Alapi carillonneur1@Saül.mp3;17:00;25/08/2017;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
318628;Hypocnemis;cantator;;Guianan Warbling Antbird;Fabrice Schmitt;Suriname;Sarakreek, Brokopondo;4.6273;-55.4189;80;song;//xeno-canto.org/318628;https://xeno-canto.org/318628/download;XC318628-Guianan Warbling Antbird_Fredsberg_Su_5fev2016_Fschmitt_2.mp3;07:00;05/02/2016;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
318627;Hypocnemis;cantator;;Guianan Warbling Antbird;Fabrice Schmitt;Suriname;Sarakreek, Brokopondo;4.6273;-55.4189;80;song;//xeno-canto.org/318627;https://xeno-canto.org/318627/download;XC318627-Guianan Warbling Antbird_Fredsberg_Su_5fev2016_Fschmitt_1.mp3;07:00;05/02/2016;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
272051;Hypocnemis;cantator;;Guianan Warbling Antbird;Peter Boesman;Suriname;Mozeskreek area, W Suriname;4.848194;-56.776361;;song and call;//xeno-canto.org/272051;https://xeno-canto.org/272051/download;XC272051-LS_53646 Warbling Antbird song and c.mp3;10:45;11/03/2014;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
272050;Hypocnemis;cantator;;Guianan Warbling Antbird;Peter Boesman;Suriname;Mozeskreek area, W Suriname;4.848194;-56.776361;;song and call;//xeno-canto.org/272050;https://xeno-canto.org/272050/download;XC272050-LS_53645 Warbling Antbird song and c.mp3;10:45;11/03/2014;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
272048;Hypocnemis;cantator;;Guianan Warbling Antbird;Peter Boesman;Suriname;Mozeskreek area, W Suriname;4.848194;-56.776361;;call;//xeno-canto.org/272048;https://xeno-canto.org/272048/download;XC272048-LS_53522 Guianan Warbling Antbird 2.mp3;11:15;10/03/2014;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
272047;Hypocnemis;cantator;;Guianan Warbling Antbird;Peter Boesman;Suriname;Mozeskreek area, W Suriname;4.848194;-56.776361;;call;//xeno-canto.org/272047;https://xeno-canto.org/272047/download;XC272047-LS_53520 Guianan Warbling Antbird ca.mp3;11:00;10/03/2014;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
272046;Hypocnemis;cantator;;Guianan Warbling Antbird;Peter Boesman;Suriname;Mozeskreek area, W Suriname;4.848194;-56.776361;;;//xeno-canto.org/272046;https://xeno-canto.org/272046/download;XC272046-LS_53489 Guianan Warbling Antbird A.mp3;10:00;10/03/2014;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
271780;Hypocnemis;cantator;;Guianan Warbling Antbird;Peter Boesman;Suriname;Brownsberg, Brokopondo;4.94179;-55.171752;;call;//xeno-canto.org/271780;https://xeno-canto.org/271780/download;XC271780-LS_54273 Warbling Antbird call A.mp3;17:30;18/03/2014;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
271778;Hypocnemis;cantator;;Guianan Warbling Antbird;Peter Boesman;Suriname;Brownsberg, Brokopondo;4.94179;-55.171752;;call;//xeno-canto.org/271778;https://xeno-canto.org/271778/download;XC271778-LS_54212 Warbling Antbird call A.mp3;08:00;18/03/2014;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
247158;Hypocnemis;cantator;;Guianan Warbling Antbird;Joe Klaiber;Venezuela;La Escalera, Bolívar;5.9507;-61.4304;1400;song;//xeno-canto.org/247158;https://xeno-canto.org/247158/download;XC247158-Guianan Warbling-Antbird-2.mp3;00:00;01/02/2015;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
247157;Hypocnemis;cantator;;Guianan Warbling Antbird;Joe Klaiber;Venezuela;La Escalera, Bolívar;5.9507;-61.4304;1400;song;//xeno-canto.org/247157;https://xeno-canto.org/247157/download;XC247157-Guianan Warbling-Antbird-1.mp3;00:00;04/02/2015;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
224498;Hypocnemis;cantator;;Guianan Warbling Antbird;Peter Boesman;Venezuela;Lower escalera, Bolivar;6.0;-61.3666666667;200 - 1000;song;//xeno-canto.org/224498;https://xeno-canto.org/224498/download;XC224498-Warbling Antbird A 7986.mp3;10:30;02/08/2002;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
224497;Hypocnemis;cantator;;Guianan Warbling Antbird;Peter Boesman;Brazil;Iracema falls, Presidente Figueiredo, Amazonas;-2.0;-60.0;;call;//xeno-canto.org/224497;https://xeno-canto.org/224497/download;XC224497-Warbling Antbird A 8001.mp3;07:30;17/07/2006;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
216701;Hypocnemis;cantator;;Guianan Warbling Antbird;Joe Klaiber;Venezuela;La Escalera, Bolívar;5.9507;-61.4304;1400;call;//xeno-canto.org/216701;https://xeno-canto.org/216701/download;XC216701-Guianan Warbling-Antbird-10.mp3;06:30;09/02/2015;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
216700;Hypocnemis;cantator;;Guianan Warbling Antbird;Joe Klaiber;Venezuela;La Escalera, Bolívar;5.9507;-61.4304;1400;song;//xeno-canto.org/216700;https://xeno-canto.org/216700/download;XC216700-Guianan Warbling-Antbird-11.mp3;07:30;11/02/2015;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
214746;Hypocnemis;cantator;;Guianan Warbling Antbird;Joe Klaiber;Venezuela;La Escalera, Bolívar;5.9507;-61.4304;1400;song;//xeno-canto.org/214746;https://xeno-canto.org/214746/download;XC214746-Guianan Warbling-Antbird-8.mp3;09:30;10/02/2015;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
214745;Hypocnemis;cantator;;Guianan Warbling Antbird;Joe Klaiber;Venezuela;La Escalera, Bolívar;5.9507;-61.4304;1400;song;//xeno-canto.org/214745;https://xeno-canto.org/214745/download;XC214745-Guianan Warbling-Antbird-5.mp3;07:30;10/02/2015;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
214744;Hypocnemis;cantator;;Guianan Warbling Antbird;Joe Klaiber;Venezuela;La Escalera, Bolívar;5.9507;-61.4304;1400;song;//xeno-canto.org/214744;https://xeno-canto.org/214744/download;XC214744-Guianan Warbling-Antbird-3.mp3;05:30;11/02/2015;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
202354;Hypocnemis;cantator;;Guianan Warbling Antbird;Hans Matheve;Venezuela;La Escalera, Bolívar;5.9507;-61.4304;1400;song;//xeno-canto.org/202354;https://xeno-canto.org/202354/download;XC202354-Guianan Warbling-Antbird (song, La Escalera, Venezuela, mar 2009, 2).mp3;?;23/03/2009;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
188552;Hypocnemis;cantator;;Guianan Warbling Antbird;Rodrigo Dela Rosa;Brazil;Reserva Florestal Adolpho Ducke, Manaus, Amazonas;-2.9948;-59.9378;80;female, male, song;//xeno-canto.org/188552;https://xeno-canto.org/188552/download;XC188552-Hypocnemis cantator 1 17-07-2014 8 horas.mp3;08:00;17/07/2014;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
178173;Hypocnemis;cantator;;Guianan Warbling Antbird;Thiago Bicudo;Brazil;Ilhas Lago Balbina;-1.5901;-59.7519;40;male, song;//xeno-canto.org/178173;https://xeno-canto.org/178173/download;XC178173-Hypocnemis cantator_Coata_09maio2014_06-22.mp3;06:00;09/05/2014;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
114053;Hypocnemis;cantator;;Guianan Warbling Antbird;Jon King;Suriname;Brownsberg Natuurpark, Brokopondo;4.9459;-55.183;480;male, song;//xeno-canto.org/114053;https://xeno-canto.org/114053/download;XC114053-Warbling_Antbird_Guianan_28112012_0496.mp3;07:16;28/11/2012;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
102834;Hypocnemis;cantator;;Guianan Warbling Antbird;Nargila Moura;Brazil;Urucará;-2.5214;-57.7578;?;call, song;//xeno-canto.org/102834;https://xeno-canto.org/102834/download;hypocnemisXC.mp3;?;2012-04-00;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
74914;Hypocnemis;cantator;;Guianan Warbling Antbird;Daniel Lane;Suriname;Voltzberg, Raleighvallen National Park;4.68333;-56.16667;60;song;//xeno-canto.org/74914;https://xeno-canto.org/74914/download;Hypocnemis cantator110307_T638.mp3;16:20;07/03/2011;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
48963;Hypocnemis;cantator;;Guianan Warbling Antbird;Patrick INGREMEAU;French Guiana;Montagne de Fer - Mana;;;?;song;//xeno-canto.org/48963;https://xeno-canto.org/48963/download;Alapi carillonneur - MDF - 2010-05-02 - R09_0085 - HYPCAN.mp3;07:36;02/05/2010;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
48962;Hypocnemis;cantator;;Guianan Warbling Antbird;Patrick INGREMEAU;French Guiana;Montagne de Fer - Mana;;;?;call ?;//xeno-canto.org/48962;https://xeno-canto.org/48962/download;Alapi carillonneur - MDF - 2010-05-02 - R09_0046 - HYPCAN.mp3;10:02;02/05/2010;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
44009;Hypocnemis;cantator;;Guianan Warbling Antbird;Alexandre Renaudier;French Guiana;Mana, piste ONF Dardanelles;5.649811;-53.814468;35;call;//xeno-canto.org/44009;https://xeno-canto.org/44009/download;20080415HYPCAN.mp3;?:?;15/04/2008;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
40918;Hypocnemis;cantator;;Guianan Warbling Antbird;Robson Silva e Silva;Brazil;Vivenda Fênnix, Ramal do Urubuí, Presidente Figueiredo, Amazonas;-2.0507;-60.1039;90;male, song;//xeno-canto.org/40918;https://xeno-canto.org/40918/download;Hypocnemis_cantator_Pres_Figueiredo_AM_30_10_2009_RSS.mp3;09:00;30/10/2009;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
27931;Hypocnemis;cantator;;Guianan Warbling Antbird;David Edwards;Venezuela;5km west of San Isidro, Bolivar;6.1501;-61.4706;170;song;//xeno-canto.org/27931;https://xeno-canto.org/27931/download;GuiananWarbling-AntbirdEdwards.mp3;?:?;2006-12-00;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
22170;Hypocnemis;cantator;;Guianan Warbling Antbird;Andrew Spencer;Venezuela;5km west of San Isidro, Bolivar;6.1501;-61.4706;170;song;//xeno-canto.org/22170;https://xeno-canto.org/22170/download;Guianan Warbling-Antbird2008-7-10-2.mp3;07:25;10/07/2008;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
8611;Hypocnemis;cantator;;Guianan Warbling Antbird;Nick Athanas;Guyana;Iwokrama Forest;4.2448;-58.9056;90;call;//xeno-canto.org/8611;https://xeno-canto.org/8611/download;R09_0008-Warbling-Antbird.mp3;06:40;21/11/2006;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
8610;Hypocnemis;cantator;notaea?;Guianan Warbling Antbird;Nick Athanas;Guyana;Shanklands Rainforest Resort;6.4851;-58.5839;20;song;//xeno-canto.org/8610;https://xeno-canto.org/8610/download;R09_0002-Warbling-Antbird.mp3;06:45;19/11/2006;Hypocnemis cantator;Alapi carillonneur;48;54;46.0;48.0;Passeriformes;Thamnophilidae;Hypocnemis
706301;Hypocnemis;flavescens;;Imeri Warbling Antbird;Mauricio Cuéllar Ramírez;Colombia;Bosque Chorro La Campana - Solano, Caqueta;-0.4368;-72.3425;120;song;//xeno-canto.org/706301;https://xeno-canto.org/706301/download;XC706301-Hypocnemis flavecens - la campana Araracuara.mp3;06:30;16/02/2022;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
648858;Hypocnemis;flavescens;;Imeri Warbling Antbird;Elvis Felipe Quintero;Colombia;La Macarena, Meta;2.0746;-73.8503;240;uncertain;//xeno-canto.org/648858;https://xeno-canto.org/648858/download;XC648858-Hypocnemis flavescens EFQQTT.MP3;08:30;13/05/2021;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
358171;Hypocnemis;flavescens;;Imeri Warbling Antbird;Guy Kirwan;Colombia;Cano Vitina, Inirida, Guainia;3.8196;-67.8188;110;song;//xeno-canto.org/358171;https://xeno-canto.org/358171/download;XC358171-170217_02_Imeri Warbling Antbird_Caño Bonito, Puerto Inirida, Colombia_16 February 2017.mp3;06:30;16/02/2017;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
303171;Hypocnemis;flavescens;;Imeri Warbling Antbird;GABRIEL LEITE;Brazil;Caracaraí, Roraima;1.4787;-62.2446;100;male, song;//xeno-canto.org/303171;https://xeno-canto.org/303171/download;XC303171-Hypocnemis flavescens_Mocidade_1142.mp3;07:00;22/01/2016;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
224505;Hypocnemis;flavescens;;Imeri Warbling Antbird;Peter Boesman;Venezuela;El Pauji road, Bolivar;4.6;-61.5;750 - 950;call;//xeno-canto.org/224505;https://xeno-canto.org/224505/download;XC224505-Warbling Antbird A 7985.mp3;09:00;31/07/2002;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
224504;Hypocnemis;flavescens;;Imeri Warbling Antbird;Peter Boesman;Venezuela;El Pauji road, Bolivar;4.6;-61.5;750 - 950;call;//xeno-canto.org/224504;https://xeno-canto.org/224504/download;XC224504-Warbling Antbird A 7984.mp3;09:00;31/07/2002;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
202412;Hypocnemis;flavescens;;Imeri Warbling Antbird;Hans Matheve;Venezuela;Junglaven Lodge, Amazonas;5.05;-66.2333;120;song;//xeno-canto.org/202412;https://xeno-canto.org/202412/download;XC202412-Imeri Warbling-Antbird (song, Junglaven, Venezuela, mar2009, 2).mp3;?;09/03/2009;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
81002;Hypocnemis;flavescens;;Imeri Warbling Antbird;Andrew Spencer;Colombia;Mitu, Vaupes;1.2598;-70.2367;190;song;//xeno-canto.org/81002;https://xeno-canto.org/81002/download;Imeri Warbling-Antbird2011-6-9-1.mp3;07:15;09/06/2011;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
81001;Hypocnemis;flavescens;;Imeri Warbling Antbird;Andrew Spencer;Colombia;Mitu, Vaupes;1.2598;-70.2367;190;song;//xeno-canto.org/81001;https://xeno-canto.org/81001/download;Imeri Warbling-Antbird2011-6-10-1.mp3;09:40;10/06/2011;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
66413;Hypocnemis;flavescens;;Imeri Warbling Antbird;Alexandre Renaudier;Venezuela;El Pauji;4.6084;-61.4026;750;song;//xeno-canto.org/66413;https://xeno-canto.org/66413/download;20101204HYPimerigs.mp3;?;04/12/2010;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
14670;Hypocnemis;flavescens;;Imeri Warbling Antbird;Andrew Spencer;Venezuela;Rio Caura south of Maripa, Bolivar;7.1167;-64.9667;?;duet, song;//xeno-canto.org/14670;https://xeno-canto.org/14670/download;Warbling Antbird2007-1-4.mp3;10:30;04/01/2007;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
11393;Hypocnemis;flavescens;;Imeri Warbling Antbird;Chris Parrish;Venezuela;San Carlos del Rio Negro, Amazonas;1.9201;-67.0606;119;call;//xeno-canto.org/11393;https://xeno-canto.org/11393/download;Hypocnemis_cantator_23b2142_850407.mp3;?;07/04/1985;Hypocnemis flavescens;Alapi flavescent;12;7;12.0;12.0;Passeriformes;Thamnophilidae;Hypocnemis
691296;Hypocnemis;peruviana;;Peruvian Warbling Antbird;Mauricio Cuellar Ramirez (@Birding.travel);Colombia;Bosque de los Carpinteros - San Jorge/Morelia, Caquetá;1.4719;-75.6823;260;sex uncertain, song;//xeno-canto.org/691296;https://xeno-canto.org/691296/download;XC691296-Hypocnemis peruviana bosque carpi.mp3;07:00;12/12/2021;Hypocnemis peruviana;Alapi de Taczanowski;61;129;60.0;61.0;Passeriformes;Thamnophilidae;Hypocnemis
691281;Hypocnemis;peruviana;;Peruvian Warbling Antbird;Mauricio Cuellar Ramirez (@Birding.travel);Colombia;Bosque de los Carpinteros - San Jorge/Morelia, Caquetá;1.4719;-75.6823;260;sex uncertain, song;//xeno-canto.org/691281;https://xeno-canto.org/691281/download;XC691281-Hypocnemis peruviana - b carp.mp3;08:00;12/12/2021;Hypocnemis peruviana;Alapi de Taczanowski;61;129;60.0;61.0;Passeriformes;Thamnophilidae;Hypocnemis
675875;Hypocnemis;peruviana;;Peruvian Warbling Antbird;Jacob Wijpkema;Bolivia;East of El Tigre, Federico Roman, Pando Department;-10.2149;-65.3951;170;call, contact calls;//xeno-canto.org/675875;https://xeno-canto.org/675875/download;XC675875-210827_3466.mp3;07:25;28/08/2021;Hypocnemis peruviana;Alapi de Taczanowski;61;129;60.0;61.0;Passeriformes;Thamnophilidae;Hypocnemis
672279;Hypocnemis;peruviana;saturata;Peruvian Warbling Antbird;Leonardo Ordóñez-Delgado;Ecuador;Tundayme, El Pangui, Zamora Chinchipe;-3.5656;-78.4843;1000;adult, sex uncertain, song;//xeno-canto.org/672279;https://xeno-canto.org/672279/download;XC672279-9. Hypocnemis peruviana XC.mp3;07:30;15/06/2021;Hypocnemis peruviana;Alapi de Taczanowski;61;129;60.0;61.0;Passeriformes;Thamnophilidae;Hypocnemis
672278;Hypocnemis;peruviana;saturata;Peruvian Warbling Antbird;Leonardo Ordóñez-Delgado;Ecuador;Tundayme, El Pangui, Zamora Chinchipe;-3.5656;-78.4843;1000;adult, sex uncertain, song;//xeno-canto.org/672278;https://xeno-canto.org/672278/download;XC672278-8. Hypocnemis peruviana XC.mp3;07:30;15/06/2021;Hypocnemis peruviana;Alapi de Taczanowski;61;129;60.0;61.0;Passeriformes;Thamnophilidae;Hypocnemis
636097;Hypocnemis;peruviana;;Peruvian Warbling Antbird;Mauricio Cuellar Ramirez (@Birding.travel);Colombia;Finca Las Delicias - Valparaíso, Caquetá;1.1316;-75.6081;240;song;//xeno-canto.org/636097;https://xeno-canto.org/636097/download;XC636097-Hypocnemis peruviana -  Finca las Delicias Vd Leona - Valparaiso.mp3;10:00;04/04/2021;Hypocnemis peruviana;Alapi de Taczanowski;61;129;60.0;61.0;Passeriformes;Thamnophilidae;Hypocnemis
614553;Hypocnemis;peruviana;;Peruvian Warbling Antbird;Mauricio Cuellar Ramirez (@Birding.travel);Colombia;Caño Lagunilla - Morelia, Caquetá;1.4501;-75.6622;240;song;//xeno-canto.org/614553;https://xeno-canto.org/614553/download;XC614553-Hypocnemis peruviana , Caño Lagunilla - Morelia, Caquetá.mp3;11:00;11/01/2021;Hypocnemis peruviana;Alapi de Taczanowski;61;129;60.0;61.0;Passeriformes;Thamnophilidae;Hypocnemis
